Start_X,Start_Y,Goal_X,Goal_Y,Path_Length,Traversability_Cost
41,24,39,60,14,61.093596564404386
41,24,41,63,0,inf
41,24,29,66,18,78.38329574411797
41,24,23,58,19,77.17892195073354
41,24,40,66,21,97.79865051098581
41,24,29,66,22,94.80596879035382
41,24,34,63,17,81.31762199559536
41,24,34,61,17,73.85867120385466
41,24,42,64,24,101.97489769907483
41,24,30,60,14,67.47481147787053
41,24,42,62,19,82.86327063531922
41,24,23,59,16,72.53204224582947
41,24,64,48,19,83.55221581913362
41,24,50,48,0,inf
41,24,45,49,15,72.73882232087118
41,24,59,48,13,55.913532890616345
41,24,55,49,18,84.63124731027926
41,24,47,54,15,64.42750581948543
41,24,58,48,0,inf
41,24,40,50,0,inf
41,24,41,55,15,64.71738962793283
41,24,41,48,0,inf
41,24,40,53,14,64.25871101094951
41,24,47,48,0,inf
41,24,43,56,0,inf
41,24,43,48,11,48.96211585442678
41,24,61,50,17,83.90095326328598
41,24,39,51,14,71.0785659532782
41,24,33,48,0,inf
41,24,91,56,0,inf
41,24,91,57,0,inf
41,24,91,52,22,98.74368340325405
41,24,74,52,18,78.1246645303973
41,24,67,49,20,93.03103432721383
41,24,94,48,21,105.4753010695394
41,24,90,49,0,inf
41,24,84,57,0,inf
41,24,92,53,22,104.06094234903117
41,24,85,56,0,inf
41,24,92,57,26,114.56665787735092
41,24,65,52,16,72.7178371980265
41,24,93,48,25,113.07028129599372
41,24,64,48,18,75.85010272691397
41,24,91,51,21,106.85180577629274
41,24,69,48,17,72.98375246486768
41,24,81,50,17,81.52742105735659
55,24,65,87,0,inf
55,24,57,84,30,141.69794271428805
55,24,52,88,35,161.0622012480705
55,24,65,87,34,155.549734574231
55,24,50,91,0,inf
55,24,47,88,28,128.10745812531513
55,24,62,87,37,173.20800090628398
55,24,47,87,32,156.34198986699005
55,24,74,87,30,146.9091112853269
55,24,69,84,0,inf
55,24,46,92,0,inf
55,24,46,88,28,135.1855577529331
55,24,63,84,34,155.2165366767976
55,24,42,83,26,126.56809245767933
55,24,50,85,35,165.9614839040898
55,24,47,85,39,170.51177845313038
55,24,74,85,30,139.090392831901
55,24,63,88,31,143.53470172544527
55,24,46,86,0,inf
55,24,60,87,36,161.7960242404753
55,24,74,84,0,inf
55,24,62,83,0,inf
55,24,67,84,0,inf
55,24,44,89,31,147.1928112760527
55,24,55,84,0,inf
55,24,91,66,0,inf
55,24,95,63,24,104.51361555191161
55,24,88,66,22,104.12459015932966
55,24,95,59,0,inf
55,24,85,65,0,inf
55,24,95,65,0,inf
55,24,91,59,0,inf
55,24,95,58,20,97.03964698993138
55,24,64,39,8,28.598223743387663
55,24,59,39,7,24.31743795221313
55,24,63,40,8,29.48911024378487
55,24,63,39,8,34.40587851064741
55,24,72,41,11,43.69136208925578
55,24,60,35,5,19.584335970064366
55,24,58,41,8,31.859943220823713
55,24,55,37,6,23.804138899600655
55,24,60,39,8,28.742547189970544
55,24,58,35,5,19.151034472836542
55,24,63,37,9,35.73637987602271
55,24,59,33,5,16.142605521168004
55,24,39,67,0,inf
55,24,39,60,21,103.2273420593675
55,24,41,63,25,126.15958232080035
55,24,29,66,24,107.39407352030933
55,24,23,58,20,94.04689745988426
55,24,40,66,25,118.85533962961978
55,24,29,66,26,129.2302154290554
55,24,34,63,19,81.69470830084336
55,24,34,61,19,88.89223179869519
55,24,42,64,19,78.80932087759174
55,24,30,60,20,84.6620263327023
55,24,42,62,17,74.80570888649699
55,24,23,59,21,86.2946052523537
55,24,64,48,13,52.423744288307304
55,24,50,48,9,49.72758369748837
55,24,45,49,11,49.38479216415213
55,24,59,48,11,41.594961377041216
55,24,55,49,10,41.80693815517481
55,24,47,54,0,inf
55,24,58,48,9,38.22515184038062
55,24,40,50,19,80.4847226420192
55,24,41,55,14,76.23213420763332
55,24,41,48,19,85.29104133178741
55,24,40,53,25,112.26485999449665
55,24,47,48,17,74.34708724191927
55,24,43,56,16,71.77715385743198
55,24,43,48,16,69.55477185621466
55,24,61,50,0,inf
55,24,39,51,0,inf
55,24,33,48,15,59.4319460588018
55,24,91,56,18,79.75957123106593
55,24,91,57,21,90.09890375419914
55,24,91,52,17,76.92292630927231
55,24,74,52,16,65.55710144740672
55,24,67,49,12,48.834130955596486
55,24,94,48,0,inf
55,24,90,49,19,90.90995384389653
55,24,84,57,17,72.31690209985284
55,24,92,53,0,inf
55,24,85,56,17,75.53288672309397
55,24,92,57,0,inf
55,24,65,52,13,51.93379141356828
55,24,93,48,0,inf
55,24,64,48,9,41.96487118894168
55,24,91,51,19,83.64849143930199
55,24,69,48,14,58.04179342113394
55,24,81,50,16,79.3545737879884
68,24,65,87,31,132.0837055229099
68,24,57,84,43,194.41373315750275
68,24,52,88,29,128.77941139086278
68,24,65,87,33,162.7594939947525
68,24,50,91,30,137.2217881612573
68,24,47,88,29,145.61349290374957
68,24,62,87,0,inf
68,24,47,87,0,inf
68,24,74,87,32,150.73315811658048
68,24,69,84,28,140.7743776846695
68,24,46,92,28,128.6112110549239
68,24,46,88,33,159.7292672172577
68,24,63,84,33,158.55885834381016
68,24,42,83,23,123.90699274286665
68,24,50,85,36,163.8389229231503
68,24,47,85,0,inf
68,24,74,85,32,156.51776606182653
68,24,63,88,32,153.7802781143728
68,24,46,86,31,135.4791820728788
68,24,60,87,41,196.05034604047796
68,24,74,84,0,inf
68,24,62,83,41,180.19408033912936
68,24,67,84,44,215.04940645084548
68,24,44,89,35,158.49827002430257
68,24,55,84,43,200.15474633879384
68,24,91,66,20,90.2367935689158
68,24,95,63,0,inf
68,24,88,66,0,inf
68,24,95,59,18,85.73059861804836
68,24,85,65,21,98.36414763260018
68,24,95,65,0,inf
68,24,91,59,0,inf
68,24,95,58,0,inf
68,24,64,39,6,29.3546459721938
68,24,59,39,0,inf
68,24,63,40,7,28.895798893948967
68,24,63,39,8,32.214002343084736
68,24,72,41,13,58.5028740720773
68,24,60,35,9,34.28302206865308
68,24,58,41,0,inf
68,24,55,37,7,30.41608089362682
68,24,60,39,8,29.28892803794096
68,24,58,35,7,23.611556102298792
68,24,63,37,0,inf
68,24,59,33,6,22.378300813936963
68,24,39,67,22,95.96556428838267
68,24,39,60,27,122.21409384976424
68,24,41,63,29,136.9689449359267
68,24,29,66,20,93.97601546714097
68,24,23,58,22,100.2312356189054
68,24,40,66,20,88.72553331757119
68,24,29,66,23,99.32119537377027
68,24,34,63,0,inf
68,24,34,61,19,85.49416731428829
68,24,42,64,0,inf
68,24,30,60,21,95.47155716356353
68,24,42,62,21,104.7858140516966
68,24,23,59,20,98.03034016291834
68,24,64,48,9,37.305204411139535
68,24,50,48,15,66.22860783131749
68,24,45,49,14,56.156805597475746
68,24,59,48,12,48.3344570419114
68,24,55,49,10,45.99100589327767
68,24,47,54,16,64.88048175460621
68,24,58,48,10,41.87808476258366
68,24,40,50,18,77.3415815351325
68,24,41,55,21,100.37777758523248
68,24,41,48,0,inf
68,24,40,53,17,77.73749878551003
68,24,47,48,13,55.55075582736436
68,24,43,56,16,66.90262863346207
68,24,43,48,17,71.89340256830302
68,24,61,50,0,inf
68,24,39,51,20,89.47190473181723
68,24,33,48,0,inf
68,24,91,56,22,102.15018730623832
68,24,91,57,19,82.63798906201023
68,24,91,52,0,inf
68,24,74,52,14,58.31984915441419
68,24,67,49,10,39.99818162012211
68,24,94,48,17,77.21688859755233
68,24,90,49,15,81.99212310274736
68,24,84,57,0,inf
68,24,92,53,16,73.61399512545437
68,24,85,56,0,inf
68,24,92,57,0,inf
68,24,65,52,11,53.5720705780174
68,24,93,48,0,inf
68,24,64,48,10,41.7232211302607
68,24,91,51,0,inf
68,24,69,48,12,57.144112984995324
68,24,81,50,13,59.435639866802234
81,24,65,87,33,156.47662145771884
81,24,57,84,55,251.12902206216978
81,24,52,88,37,169.01916715351567
81,24,65,87,0,inf
81,24,50,91,30,148.4297684302508
81,24,47,88,27,136.80540986711418
81,24,62,87,34,152.91786830036042
81,24,47,87,29,133.32117964513114
81,24,74,87,0,inf
81,24,69,84,36,174.04157800252025
81,24,46,92,0,inf
81,24,46,88,0,inf
81,24,63,84,34,148.63180561651225
81,24,42,83,0,inf
81,24,50,85,45,216.9342385749923
81,24,47,85,31,142.31602255413588
81,24,74,85,0,inf
81,24,63,88,0,inf
81,24,46,86,34,152.44541612132068
81,24,60,87,36,158.94490868060515
81,24,74,84,0,inf
81,24,62,83,34,157.1606304529507
81,24,67,84,32,149.65275078762437
81,24,44,89,0,inf
81,24,55,84,0,inf
81,24,91,66,26,124.8254279625745
81,24,95,63,0,inf
81,24,88,66,0,inf
81,24,95,59,20,112.22500743997549
81,24,85,65,0,inf
81,24,95,65,27,140.18113648013403
81,24,91,59,22,109.32600208424141
81,24,95,58,17,70.27517271544507
81,24,64,39,0,inf
81,24,59,39,11,52.04971435484716
81,24,63,40,11,43.55469225011423
81,24,63,39,0,inf
81,24,72,41,20,102.99731821482175
81,24,60,35,0,inf
81,24,58,41,12,51.4815822353301
81,24,55,37,11,47.62775277767696
81,24,60,39,11,46.48209177380645
81,24,58,35,11,45.79078688741839
81,24,63,37,9,35.36573428444451
81,24,59,33,10,41.45486887578152
81,24,39,67,21,102.78239450674006
81,24,39,60,22,95.30844918064383
81,24,41,63,0,inf
81,24,29,66,30,136.83684978223604
81,24,23,58,0,inf
81,24,40,66,21,109.98793354946346
81,24,29,66,25,120.72927387487553
81,24,34,63,25,107.01007600497697
81,24,34,61,25,109.5830187949858
81,24,42,64,20,95.49219701133016
81,24,30,60,28,127.66757160704489
81,24,42,62,20,90.24843374252413
81,24,23,59,26,127.71170028787338
81,24,64,48,12,59.3259364831426
81,24,50,48,17,75.08885596059835
81,24,45,49,17,70.76710259514728
81,24,59,48,14,60.153470955409496
81,24,55,49,13,57.20431098906801
81,24,47,54,0,inf
81,24,58,48,12,52.498106172911825
81,24,40,50,18,83.3667670767888
81,24,41,55,25,109.09897214893115
81,24,41,48,22,106.70035184061452
81,24,40,53,17,80.95812958094133
81,24,47,48,14,68.17608585258485
81,24,43,56,37,170.75736027773212
81,24,43,48,24,105.29829034010957
81,24,61,50,0,inf
81,24,39,51,22,97.63257017022895
81,24,33,48,23,100.12819490864287
81,24,91,56,21,106.36740178501033
81,24,91,57,15,61.44980003918386
81,24,91,52,25,124.38956520742367
81,24,74,52,15,65.86692431096019
81,24,67,49,12,55.739580888682674
81,24,94,48,10,45.57591468645667
81,24,90,49,13,52.62550402617742
81,24,84,57,0,inf
81,24,92,53,12,49.68385981411321
81,24,85,56,19,80.42173216651994
81,24,92,57,15,64.94251431219311
81,24,65,52,15,67.3919917076022
81,24,93,48,12,49.8058613499924
81,24,64,48,18,73.66059511259455
81,24,91,51,12,50.26530863846319
81,24,69,48,11,46.462557153729094
81,24,81,50,22,98.07013205920305
95,24,65,87,41,192.52819668573173
95,24,57,84,37,171.56261486748835
95,24,52,88,34,167.30204981874374
95,24,65,87,27,123.28835142341158
95,24,50,91,0,inf
95,24,47,88,0,inf
95,24,62,87,39,181.4795677426517
95,24,47,87,51,237.76343126865416
95,24,74,87,45,233.44990940988848
95,24,69,84,27,118.52454386678374
95,24,46,92,40,205.38914735632338
95,24,46,88,34,154.2062394937768
95,24,63,84,0,inf
95,24,42,83,33,156.19535249270345
95,24,50,85,55,257.97080866211746
95,24,47,85,0,inf
95,24,74,85,0,inf
95,24,63,88,35,167.38363235361865
95,24,46,86,0,inf
95,24,60,87,52,236.8585534031113
95,24,74,84,0,inf
95,24,62,83,38,169.6159694361203
95,24,67,84,0,inf
95,24,44,89,0,inf
95,24,55,84,37,169.11474068512365
95,24,91,66,16,74.88350586199202
95,24,95,63,14,59.251505016073885
95,24,88,66,16,69.76412736565258
95,24,95,59,0,inf
95,24,85,65,17,72.3734380291616
95,24,95,65,0,inf
95,24,91,59,13,63.42438884103811
95,24,95,58,0,inf
95,24,64,39,19,87.54653426748467
95,24,59,39,0,inf
95,24,63,40,13,59.94282482924979
95,24,63,39,15,68.33844435935193
95,24,72,41,13,68.68006661154956
95,24,60,35,16,72.05051900807155
95,24,58,41,18,77.07463704525958
95,24,55,37,16,72.1350768692726
95,24,60,39,15,65.66252293549616
95,24,58,35,16,67.904118953707
95,24,63,37,0,inf
95,24,59,33,16,63.69644987432857
95,24,39,67,28,131.64475573817973
95,24,39,60,26,124.00215815004694
95,24,41,63,27,121.69900534754315
95,24,29,66,0,inf
95,24,23,58,35,152.20422258913263
95,24,40,66,0,inf
95,24,29,66,40,177.86464938708008
95,24,34,63,27,123.69576548198447
95,24,34,61,0,inf
95,24,42,64,27,139.27894110801245
95,24,30,60,29,130.08002651225488
95,24,42,62,27,117.11959929937673
95,24,23,59,30,134.0664192719064
95,24,64,48,22,106.84199330827715
95,24,50,48,20,97.17364515685456
95,24,45,49,0,inf
95,24,59,48,19,82.3002209275739
95,24,55,49,19,78.90013642782574
95,24,47,54,22,95.8097493912141
95,24,58,48,18,75.55415216039
95,24,40,50,0,inf
95,24,41,55,23,105.48454595921828
95,24,41,48,24,99.18707105253118
95,24,40,53,0,inf
95,24,47,48,24,102.9754418047504
95,24,43,56,24,111.04384081917642
95,24,43,48,23,110.21899171022307
95,24,61,50,19,80.77240838573043
95,24,39,51,22,99.08277024987201
95,24,33,48,28,141.65569968896762
95,24,91,56,0,inf
95,24,91,57,0,inf
95,24,91,52,0,inf
95,24,74,52,20,82.27577592971514
95,24,67,49,19,84.55723262061568
95,24,94,48,0,inf
95,24,90,49,11,44.36208459693838
95,24,84,57,0,inf
95,24,92,53,0,inf
95,24,85,56,27,128.96660836788033
95,24,92,57,23,112.8656399576858
95,24,65,52,20,86.15826708694082
95,24,93,48,9,37.863236551720206
95,24,64,48,16,72.62481383886215
95,24,91,51,11,44.88340528315995
95,24,69,48,21,94.9988414664496
95,24,81,50,12,50.1294985731402
28,38,65,87,30,138.77763780401506
28,38,57,84,24,111.16566667048411
28,38,52,88,23,101.5100954897828
28,38,65,87,0,inf
28,38,50,91,21,100.37852965587298
28,38,47,88,22,99.26310257785848
28,38,62,87,23,105.46436736027724
28,38,47,87,19,91.09997032100651
28,38,74,87,27,127.19825745426887
28,38,69,84,0,inf
28,38,46,92,22,98.775560752965
28,38,46,88,22,97.76401935907738
28,38,63,84,24,118.45273451694096
28,38,42,83,19,84.50313706871702
28,38,50,85,0,inf
28,38,47,85,24,106.31425918087241
28,38,74,85,0,inf
28,38,63,88,31,141.7500993547579
28,38,46,86,17,84.89979905094648
28,38,60,87,22,106.7643389455397
28,38,74,84,0,inf
28,38,62,83,24,102.88005919654546
28,38,67,84,32,147.8266656208922
28,38,44,89,24,105.05940462272204
28,38,55,84,18,87.80437421683075
28,38,91,66,25,125.9851174109297
28,38,95,63,28,139.71107730882707
28,38,88,66,0,inf
28,38,95,59,0,inf
28,38,85,65,0,inf
28,38,95,65,0,inf
28,38,91,59,26,119.8925531259413
28,38,95,58,0,inf
28,38,64,39,17,81.2820222759238
28,38,59,39,19,84.75110104278427
28,38,63,40,0,inf
28,38,63,39,15,66.36863958762606
28,38,72,41,19,88.37124037808049
28,38,60,35,18,72.56103670281864
28,38,58,41,16,74.58435179038
28,38,55,37,0,inf
28,38,60,39,20,86.39179004280304
28,38,58,35,0,inf
28,38,63,37,17,76.52343758974456
28,38,59,33,19,81.35483687343115
28,38,39,67,0,inf
28,38,39,60,10,44.05103478474546
28,38,41,63,11,48.31250646110532
28,38,29,66,12,51.5845380262187
28,38,23,58,9,32.632803207823656
28,38,40,66,13,54.166815742606666
28,38,29,66,0,inf
28,38,34,63,0,inf
28,38,34,61,11,44.206152140375885
28,38,42,64,11,54.230743527471006
28,38,30,60,10,36.58910220211322
28,38,42,62,12,51.27062776126566
28,38,23,59,13,55.68715765703408
28,38,64,48,16,66.64847909835017
28,38,50,48,10,44.728103391607085
28,38,45,49,9,31.655031760259238
28,38,59,48,15,61.668731732379435
28,38,55,49,0,inf
28,38,47,54,13,53.51622990120254
28,38,58,48,15,64.27332515375997
28,38,40,50,7,27.792872258623206
28,38,41,55,10,39.35753813093968
28,38,41,48,12,48.96479893703559
28,38,40,53,8,31.333500440137428
28,38,47,48,13,52.430009199422024
28,38,43,56,10,39.32839093988578
28,38,43,48,6,26.773319028551406
28,38,61,50,22,92.74516245685507
28,38,39,51,8,31.259760317346437
28,38,33,48,6,21.571783914949634
28,38,91,56,0,inf
28,38,91,57,23,128.21153347447105
28,38,91,52,38,174.32792571441752
28,38,74,52,19,83.41474861892624
28,38,67,49,0,inf
28,38,94,48,0,inf
28,38,90,49,21,108.80543984026498
28,38,84,57,0,inf
28,38,92,53,27,120.0977667115535
28,38,85,56,36,158.55039350819442
28,38,92,57,26,117.80247365414876
28,38,65,52,17,73.62754851433671
28,38,93,48,26,124.86676898605731
28,38,64,48,17,76.6242394392377
28,38,91,51,25,113.2274518447668
28,38,69,48,0,inf
28,38,81,50,0,inf
55,38,65,87,31,135.1924817028359
55,38,57,84,33,159.81563259074613
55,38,52,88,21,95.36277337834595
55,38,65,87,30,142.6039323265425
55,38,50,91,0,inf
55,38,47,88,31,136.83475717741933
55,38,62,87,0,inf
55,38,47,87,0,inf
55,38,74,87,25,112.18982435562296
55,38,69,84,35,163.40269991670792
55,38,46,92,0,inf
55,38,46,88,23,113.36678577566428
55,38,63,84,23,132.6212278635264
55,38,42,83,21,94.35480727148922
55,38,50,85,29,148.90534594607587
55,38,47,85,18,83.65951788572194
55,38,74,85,27,127.86480122669884
55,38,63,88,23,117.84680885353112
55,38,46,86,21,91.00716023365074
55,38,60,87,23,111.00881160404977
55,38,74,84,21,115.96319454934944
55,38,62,83,28,125.16163597897133
55,38,67,84,25,114.8545523850154
55,38,44,89,0,inf
55,38,55,84,20,90.71733456831167
55,38,91,66,0,inf
55,38,95,63,0,inf
55,38,88,66,0,inf
55,38,95,59,17,84.09302111628242
55,38,85,65,0,inf
55,38,95,65,0,inf
55,38,91,59,17,71.35117635095843
55,38,95,58,16,78.05067558921003
55,38,64,39,4,13.494837915495143
55,38,59,39,4,11.403369391033298
55,38,63,40,5,15.961429063311746
55,38,63,39,4,12.450109749162785
55,38,72,41,7,29.125372099962664
55,38,60,35,3,8.519898448590968
55,38,58,41,3,6.674690288410835
55,38,55,37,3,7.824485747689392
55,38,60,39,0,inf
55,38,58,35,3,8.749085772542786
55,38,63,37,6,24.114381735325985
55,38,59,33,4,10.161127025770542
55,38,39,67,12,60.0297234610202
55,38,39,60,11,43.844134733782695
55,38,41,63,12,52.470758414266996
55,38,29,66,14,61.21775789374051
55,38,23,58,0,inf
55,38,40,66,15,64.64891310977481
55,38,29,66,19,85.39717445971955
55,38,34,63,13,60.00570621399396
55,38,34,61,15,68.80344122772485
55,38,42,64,12,52.24377503284097
55,38,30,60,14,67.73921416199686
55,38,42,62,27,121.25715454425384
55,38,23,59,0,inf
55,38,64,48,7,25.95327841233519
55,38,50,48,9,34.474225036098375
55,38,45,49,0,inf
55,38,59,48,5,16.23445942398934
55,38,55,49,7,23.058617063547157
55,38,47,54,8,30.29883117813097
55,38,58,48,5,18.689260274584075
55,38,40,50,8,31.359505507439636
55,38,41,55,11,48.86188556473355
55,38,41,48,7,29.751430095743025
55,38,40,53,9,36.95419684946784
55,38,47,48,6,23.075028950557524
55,38,43,56,8,36.34011190770538
55,38,43,48,22,97.52204259417243
55,38,61,50,6,21.993859537945717
55,38,39,51,0,inf
55,38,33,48,16,64.02467119907281
55,38,91,56,16,77.23093839037324
55,38,91,57,16,73.93994821682747
55,38,91,52,0,inf
55,38,74,52,10,38.84371157320486
55,38,67,49,9,39.74499863354308
55,38,94,48,15,70.85698281976865
55,38,90,49,16,72.54423809284803
55,38,84,57,14,57.33585679388792
55,38,92,53,14,67.5257259411163
55,38,85,56,14,64.98637974907706
55,38,92,57,15,81.32890036046082
55,38,65,52,8,32.69142580961788
55,38,93,48,0,inf
55,38,64,48,6,21.700796229477085
55,38,91,51,16,68.62879444305553
55,38,69,48,10,46.682216676601335
55,38,81,50,13,55.0589359238245
68,38,65,87,0,inf
68,38,57,84,31,143.1862255324325
68,38,52,88,28,138.61226761567795
68,38,65,87,0,inf
68,38,50,91,25,114.12030447273253
68,38,47,88,22,99.3853456705082
68,38,62,87,0,inf
68,38,47,87,19,116.75239109980082
68,38,74,87,29,135.38646253258239
68,38,69,84,0,inf
68,38,46,92,27,130.99853660514918
68,38,46,88,39,173.38233704687494
68,38,63,84,30,138.33928697011444
68,38,42,83,23,108.85023682691424
68,38,50,85,41,193.17661505372806
68,38,47,85,29,137.01822531076604
68,38,74,85,0,inf
68,38,63,88,25,122.43573753888077
68,38,46,86,21,108.29827400005078
68,38,60,87,0,inf
68,38,74,84,24,110.75021526800535
68,38,62,83,0,inf
68,38,67,84,25,127.54293369875604
68,38,44,89,37,165.8711051369619
68,38,55,84,0,inf
68,38,91,66,0,inf
68,38,95,63,16,73.90504786984572
68,38,88,66,13,55.125994884729856
68,38,95,59,0,inf
68,38,85,65,13,55.328177826629165
68,38,95,65,17,79.8580098315561
68,38,91,59,16,72.71556120238421
68,38,95,58,13,54.430872020607254
68,38,64,39,3,8.243148092189315
68,38,59,39,5,17.239878845815984
68,38,63,40,3,8.578593142533768
68,38,63,39,0,inf
68,38,72,41,3,8.324699831228891
68,38,60,35,5,17.410742146336418
68,38,58,41,6,21.50180466526022
68,38,55,37,0,inf
68,38,60,39,5,16.916434146301327
68,38,58,35,6,19.879274332677078
68,38,63,37,3,9.993903830447524
68,38,59,33,5,16.32114325466597
68,38,39,67,19,83.07332671963108
68,38,39,60,0,inf
68,38,41,63,15,66.83213719785871
68,38,29,66,20,85.63547894428753
68,38,23,58,19,83.73662066519131
68,38,40,66,14,71.46845472403078
68,38,29,66,19,83.80088229346053
68,38,34,63,0,inf
68,38,34,61,15,66.57719050049766
68,38,42,64,0,inf
68,38,30,60,16,78.52161395106145
68,38,42,62,14,62.562214762806896
68,38,23,59,20,85.15107090555107
68,38,64,48,0,inf
68,38,50,48,8,32.13763359845433
68,38,45,49,10,41.64783814773045
68,38,59,48,7,25.828080561237645
68,38,55,49,10,39.41315961295393
68,38,47,54,24,109.85006034492767
68,38,58,48,7,22.949810097383995
68,38,40,50,13,56.73798591187258
68,38,41,55,12,50.977536910826394
68,38,41,48,0,inf
68,38,40,53,14,57.562951847564236
68,38,47,48,11,46.05262805718077
68,38,43,56,18,81.29611668426357
68,38,43,48,10,43.33660899851533
68,38,61,50,7,30.375061760417577
68,38,39,51,14,61.52053965851581
68,38,33,48,0,inf
68,38,91,56,0,inf
68,38,91,57,11,46.44784415819521
68,38,91,52,13,55.893167910729204
68,38,74,52,7,27.327738467437378
68,38,67,49,5,19.08992326939861
68,38,94,48,14,58.724949150152916
68,38,90,49,12,53.58213396337897
68,38,84,57,12,55.71784599645425
68,38,92,53,11,53.44384481115326
68,38,85,56,11,43.801673114285464
68,38,92,57,13,60.86169629181362
68,38,65,52,7,24.764405603441077
68,38,93,48,0,inf
68,38,64,48,5,17.831713401403892
68,38,91,51,0,inf
68,38,69,48,4,14.783616490492372
68,38,81,50,12,49.043894299745574
95,38,65,87,24,103.9216538060811
